MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,LotFrontage_na,Alley_na,MasVnrType_na,MasVnrArea_na,BsmtQual_na,BsmtCond_na,BsmtExposure_na,BsmtFinType1_na,BsmtFinType2_na,Electrical_na,FireplaceQu_na,GarageType_na,GarageYrBlt_na,GarageFinish_na,GarageQual_na,GarageCond_na,PoolQC_na,Fence_na,MiscFeature_na
11,FV,3.8501476017100584,9.000964105896673,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,1,0,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,,,,,0,,0,1352,1352,GasA,5,Y,,7.20934025660291,0,0,7.20934025660291,0,0,2,0,2,1,4,5,Typ,1,,,1.0,,2,466,,,Y,0,241,0,0,0,0,,,,0,4,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3,RL,,10.171134002754286,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Feedr,RRAn,Duplex,1Story,5,6,31,31,Gable,CompShg,VinylSd,VinylSd,,164.0,3,3,CBlock,,,,,0,,0,1680,1680,GasA,2,Y,,7.426549072397305,0,0,7.426549072397305,0,0,2,0,4,2,3,8,Typ,0,,,31.0,,2,528,,,Y,0,0,0,0,0,0,,,,0,6,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,,10.092883469726637,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,10,10,Gable,CompShg,VinylSd,VinylSd,,344.0,4,3,PConc,,,,,694,,0,284,978,GasA,5,Y,,6.912742820493176,978,0,7.592366128519796,0,0,2,1,3,1,4,9,Typ,1,,,10.0,,2,490,,,Y,0,0,0,0,0,0,,,,0,5,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
6,RL,4.219507705176107,9.72012195898569,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,39,39,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,,,,,769,,0,95,864,GasA,3,Y,,6.802394763324311,0,0,6.802394763324311,1,0,1,0,3,1,3,6,Typ,1,,,39.0,,1,288,,,Y,175,144,0,0,0,0,,,,0,12,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.0943445622221,10.187852041048107,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,6,5,59,57,Gable,CompShg,MetalSd,MetalSd,,206.0,3,3,CBlock,,,,,336,,0,746,1082,GasA,3,Y,,6.9865664594064265,0,0,6.9865664594064265,0,0,1,0,2,1,3,5,Typ,1,,,59.0,,1,240,,,Y,0,130,0,0,0,0,,,,0,11,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.248495242049359,9.801361141894677,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,53,53,Gable,CompShg,MetalSd,MetalSd,,0.0,3,4,CBlock,,,,,922,,0,392,1314,GasA,3,Y,,7.1808311990445555,0,0,7.1808311990445555,1,0,1,0,3,1,3,5,Typ,0,,,53.0,,1,294,,,Y,250,0,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.672828834461906,10.028056585594927,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,18,18,Gable,CompShg,HdBoard,HdBoard,,0.0,4,3,PConc,,,,,674,,0,76,750,GasA,5,Y,,6.966967138613983,862,0,7.56164174558878,1,0,2,1,3,1,4,8,Typ,1,,,18.0,,2,564,,,Y,240,39,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.0943445622221,9.754330603189322,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,13,12,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,,,,,588,,0,402,990,GasA,5,Y,,6.897704943128636,0,0,6.897704943128636,1,0,1,0,3,1,3,5,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,8,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,RL,,9.821317440955939,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,42,2,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,,,,,0,,0,1228,1228,GasA,4,Y,,7.113142108707088,0,0,7.113142108707088,0,0,1,1,3,1,4,6,Typ,0,,,42.0,,1,271,,,Y,0,65,0,0,0,0,,,,0,6,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
7,RM,3.912023005428146,8.394030087427101,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,94,4,Gable,CompShg,Stucco,Stucco,,0.0,4,3,PConc,,,,,299,,0,611,910,GasA,5,Y,,6.82001636467413,910,0,7.509883061154913,1,0,1,1,4,1,5,7,Min2,1,,,94.0,,1,164,,,Y,0,0,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,4.2626798770413155,9.818014439778864,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,58,58,Gable,CompShg,BrkFace,Wd Sdng,,0.0,3,2,CBlock,,,,,507,,0,403,910,GasA,2,Y,,6.813444599510896,475,0,7.233455418621439,0,0,2,0,4,1,3,6,Typ,0,,,10.0,,2,720,,,Y,0,0,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,RM,,9.056648331416978,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,4,4,Gable,CompShg,VinylSd,VinylSd,,169.0,4,3,PConc,,,,,662,,0,186,848,GasA,5,Y,,6.742880635791903,0,0,6.742880635791903,1,0,1,0,1,1,4,4,Typ,1,,,4.0,,2,420,,,Y,140,0,0,0,0,0,,,,0,6,ConLD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3,RM,4.700480365792417,9.811380934246989,Grvl,,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,47,47,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,3,CBlock,,,,,104,,1,0,816,GasA,3,N,,6.704414354964107,0,0,6.704414354964107,1,0,1,0,2,1,3,5,Typ,0,,,47.0,,2,516,,,Y,106,0,0,0,0,0,,,,0,5,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.174387269895637,9.76229871979014,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,15,14,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,PConc,,,,,0,,0,702,702,GasA,4,Y,,6.553933404025811,779,0,7.300472814267799,0,0,2,1,3,1,3,6,Typ,1,,,15.0,,2,343,,,Y,0,36,0,0,0,0,,,,0,3,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.330733340286331,9.897970509860052,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,34,34,Hip,CompShg,HdBoard,HdBoard,,270.0,4,3,CBlock,,,,,442,,0,459,901,GasA,3,Y,,6.849066282633458,933,0,7.53689712956617,0,0,2,1,4,1,4,8,Typ,1,,,34.0,,2,540,,,Y,0,69,0,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
7,RM,4.795790545596741,10.68019409816992,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,8,9,127,23,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,4,4,BrkTil,,,,,216,,0,700,916,GasA,4,Y,,6.82001636467413,826,0,7.462789157412448,0,0,1,1,4,1,4,8,Typ,1,,,84.0,,2,424,,,P,0,169,0,0,0,0,,,,0,11,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4,FV,,8.203319920179819,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,10,10,Gable,CompShg,MetalSd,MetalSd,,216.0,4,3,PConc,,,,,378,,0,378,756,GasA,5,Y,,6.645090969505644,804,0,7.360739903058278,0,0,2,1,3,1,4,5,Typ,0,,,10.0,,2,440,,,Y,0,32,0,0,0,0,,,,0,6,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,RM,3.044522437723423,8.101057581077574,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,37,37,Gable,CompShg,CemntBd,CmentBd,,0.0,3,3,CBlock,,,,,131,,1,0,630,GasA,4,Y,,6.4457198193855785,0,0,6.4457198193855785,1,0,1,0,1,1,3,3,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,12,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,RL,4.454347296253507,10.341773883442928,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2,1,Hip,CompShg,CemntBd,CmentBd,,340.0,5,3,PConc,,,,,1234,,0,464,1698,GasA,5,Y,,7.437206366871292,0,0,7.437206366871292,1,0,2,0,3,1,5,8,Typ,1,,,2.0,,3,768,,,Y,327,64,0,0,0,0,,,,0,2,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
5,RL,4.382026634673881,9.812489077778471,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,61,58,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,,,,,442,,0,390,832,GasA,3,Y,,6.723832440821209,384,0,7.103322062526113,0,0,1,0,2,1,3,6,Typ,0,,,61.0,,1,336,,,Y,158,0,1,0,0,0,,,,0,10,COD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3,RL,4.442651256490317,10.168564972976872,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,51,51,Gable,CompShg,VinylSd,VinylSd,,95.0,3,3,CBlock,,,,,0,,0,1584,1584,GasA,3,Y,,7.4821189235521155,0,0,7.4821189235521155,1,0,2,0,4,2,3,9,Typ,0,,,41.0,,3,888,,,Y,0,25,0,0,0,0,,,,0,7,COD,Abnorml,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.31748811353631,9.923099242503055,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,16,16,Gable,CompShg,HdBoard,HdBoard,,137.0,4,3,PConc,,,,,513,,0,227,740,GasA,5,Y,,6.913737350659685,769,0,7.4815557019095165,1,0,2,1,3,1,4,7,Typ,1,,,16.0,,2,425,,,Y,234,72,1,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
6,RL,,9.674692278702203,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,29,29,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,,,,,773,,0,115,888,GasA,5,Y,,6.815639990074331,0,0,6.815639990074331,1,0,1,0,2,1,3,5,Typ,1,,,29.0,,2,470,,,Y,0,0,0,0,1,0,,,,0,6,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.430816798843313,10.425558931320655,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,8,8,Gable,CompShg,VinylSd,VinylSd,,350.0,4,3,PConc,,,,,655,,0,490,1145,GasA,5,Y,,7.0431599159883405,1053,0,7.6953031349635665,1,0,2,1,4,1,4,9,Typ,1,,,8.0,,3,836,,,Y,192,84,0,0,0,0,,,,0,12,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.382026634673881,10.20593740519032,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,1,1,Hip,CompShg,VinylSd,VinylSd,,464.0,4,3,PConc,,,,,0,,0,2046,2046,GasA,5,Y,,7.6236419465115715,0,0,7.6236419465115715,0,0,2,1,3,1,4,7,Typ,1,,,1.0,,3,834,,,Y,322,82,0,0,0,0,,,,0,7,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.04305126783455,10.934389924222785,Pave,,IR2,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,12,11,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,PConc,,,,,604,,0,125,729,GasA,5,Y,,6.591673732008658,717,0,7.27655640271871,0,1,2,1,3,1,3,6,Typ,1,,,12.0,,2,406,,,Y,264,22,0,0,0,0,,,,0,8,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,RL,4.0943445622221,9.638887159131524,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2,2,Hip,CompShg,MetalSd,MetalSd,,246.0,5,3,PConc,,,,,1153,,0,408,1561,GasA,5,Y,,7.353081920515432,0,0,7.353081920515432,1,0,2,0,2,1,5,6,Typ,1,,,2.0,,2,556,,,Y,203,47,0,0,0,0,,,,0,8,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.248495242049359,9.699298837828964,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,35,35,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,CBlock,,,,,138,,1,276,882,GasA,3,Y,,6.782192056006791,0,0,6.782192056006791,1,0,1,0,3,1,3,5,Typ,0,,,27.0,,2,461,,,Y,96,0,0,0,0,0,,,,0,3,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,FV,4.31748811353631,9.930398163416182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,6,5,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,,,,,0,,0,912,912,GasA,5,Y,,6.815639990074331,1182,0,7.646831391430482,0,0,2,1,4,1,4,8,Typ,1,,,6.0,,2,615,,,Y,182,182,0,0,0,0,,,,0,11,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,4.584967478670572,10.246336925499309,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,16,15,Gable,CompShg,HdBoard,HdBoard,,362.0,4,3,PConc,,,,,1032,,0,431,1463,GasA,5,Y,,7.313220387090301,1122,0,7.871692664323645,1,0,2,1,3,1,4,9,Typ,2,,,16.0,,2,712,,,Y,186,32,0,0,0,0,,,,0,4,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.430816798843313,10.28046637927326,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,57,6,Gable,CompShg,WdShing,Wd Shng,,0.0,3,3,CBlock,,,,,477,,0,725,1202,GasA,3,Y,,7.67693714581808,0,0,7.67693714581808,1,0,2,0,4,1,4,7,Typ,1,,,57.0,,2,576,,,Y,0,29,1,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
8,RL,4.0943445622221,9.609874856464195,Pave,,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,52,52,Gable,CompShg,MetalSd,MetalSd,,0.0,3,3,CBlock,,,,,384,,0,0,384,GasA,3,Y,,7.215239978730097,0,0,7.215239978730097,0,0,1,0,3,1,3,6,Min1,1,,,45.0,,2,572,,,Y,0,50,0,0,0,0,,,,0,2,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.174387269895637,9.851579304724263,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1,1,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,,,,,24,,0,1286,1310,GasA,5,Y,,7.177782416195197,0,0,7.177782416195197,0,0,2,0,3,1,4,6,Typ,1,,,1.0,,2,400,,,Y,0,0,0,0,0,0,,,,0,7,New,Partial,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.672828834461906,10.15688395632543,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,5,4,Gable,CompShg,MetalSd,MetalSd,,42.0,4,3,PConc,,,,,1039,,0,797,1836,GasA,5,Y,,7.515344571180436,0,0,7.515344571180436,1,0,2,0,3,1,4,7,Typ,1,,,5.0,,3,862,,,Y,125,185,0,0,0,0,,,,0,3,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,RL,5.159055299214529,10.49640178005713,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,14,13,Gable,CompShg,VinylSd,VinylSd,,506.0,4,3,PConc,,,,,689,,0,773,1462,GasA,5,Y,,7.306531398939505,1304,0,7.935229539816907,1,0,2,1,4,1,5,9,Typ,1,,,14.0,,3,810,,,Y,0,146,1,0,0,0,,,,0,7,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3,RL,,10.077668031826171,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,43,43,Gable,CompShg,HdBoard,HdBoard,,84.0,3,3,CBlock,,,,,40,,1,1424,1728,GasA,3,Y,,7.454719949364001,0,0,7.454719949364001,0,1,2,0,6,2,3,10,Typ,0,,,5.0,,1,352,,,Y,155,0,0,0,0,0,,,,0,11,WD,Normal,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RM,3.8918202981106265,9.778077258208343,Pave,,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,53,13,Gable,CompShg,MetalSd,MetalSd,,0.0,3,4,CBlock,,,,,180,,1,0,825,GasA,3,Y,,6.715383386334681,0,0,6.715383386334681,1,0,1,0,2,1,3,4,Typ,0,,,45.0,,2,720,,,Y,140,50,0,0,0,0,,,,0,6,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
9,RL,4.31748811353631,10.080549492974896,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,34,34,Gable,CompShg,HdBoard,HdBoard,,0.0,3,3,CBlock,,,,,182,,1,0,894,GasA,3,Y,,6.795705775173514,0,0,6.795705775173514,1,0,1,0,3,1,3,5,Typ,0,,,34.0,,1,308,,,Y,365,0,0,0,0,0,,,,0,2,WD,Normal,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
